,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14058,14312,Captain Morgane and the Golden Turtle,DS,2012.0,Adventure,Reef Entertainment,0.0,0.03,0.0,0.0,0.03
14059,14313,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010.0,Misc,Kamui,0.0,0.0,0.03,0.0,0.03
14060,14316,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14061,14317,BeatMania IIDX 14 Gold,PS2,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14062,14318,PopCap Arcade Vol 2,X360,2009.0,Misc,PopCap Games,0.03,0.0,0.0,0.0,0.03
14063,14319,Toriko: Ultimate Survival,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14064,14320,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996.0,Misc,ASK,0.0,0.0,0.03,0.0,0.03
14065,14321,Vegas Casino,DS,2007.0,Misc,Neko Entertainment,0.03,0.0,0.0,0.0,0.03
14066,14322,Monster High: New Ghoul in School,Wii,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03
14067,14323,Madou Monogatari,SAT,1998.0,Role-Playing,Compile,0.0,0.0,0.03,0.0,0.03
14068,14324,Biker Mice From Mars,DS,2007.0,Racing,Game Factory,0.03,0.0,0.0,0.0,0.03
14069,14325,Smart Girl's Winter Wonderland,DS,2008.0,Misc,UFO Interactive,0.03,0.0,0.0,0.0,0.03
14070,14326,Tork: Prehistoric Punk,XB,2005.0,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
14071,14327,Togainu no Chi: True Blood,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03
14072,14328,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14073,14329,Chicken Shoot 2,GBA,2005.0,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14074,14330,Neverwinter Nights,PC,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.01,0.03
14075,14331,East India Company Collection,PC,2010.0,Misc,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
14076,14332,Battle vs. Chess,X360,2011.0,Misc,TopWare Interactive,0.0,0.03,0.0,0.0,0.03
14077,14333,The Inner World,PC,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03
14078,14334,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008.0,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03
14079,14335,Underground Pool,DS,2007.0,Sports,UFO Interactive,0.03,0.0,0.0,0.0,0.03
14080,14336,Accel World: Ginyoku no Kakusei,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14081,14337,Classic Dungeon: Fuyoku no Masoujin,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14082,14338,Alter Ego,PC,1985.0,Simulation,Activision,0.0,0.03,0.0,0.01,0.03
14083,14339,Dragon's Dogma Online,PS3,2015.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
14084,14340,Rampo,SAT,1995.0,Adventure,Sega,0.0,0.0,0.03,0.0,0.03
14085,14341,River City Super Sports Challenge,DS,2010.0,Sports,Arc System Works,0.01,0.0,0.02,0.0,0.03
14086,14342,My Pet Shop (JP sales),DS,2008.0,Simulation,Square Enix,0.0,0.0,0.03,0.0,0.03
14087,14343,Exstetra,PSV,2013.0,Role-Playing,FuRyu,0.0,0.0,0.03,0.0,0.03
14088,14344,Konami Classics Series: Arcade Hits,DS,2007.0,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.0,0.03
14089,14345,Dodge Racing: Charger vs Challenger,DS,2009.0,Racing,Zushi Games,0.03,0.0,0.0,0.0,0.03
14090,14346,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14091,14347,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14092,14348,SingStar Chartbreaker,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03
14093,14349,Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14094,14350,Pro Yakyuu Spirits 5 Kanzenban,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14095,14351,Sorcery Saga: The Curse of the Great Curry God,PSV,2013.0,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03
14096,14352,SingStar Fussballhits,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03
14097,14353,A Good Librarian Like a Good Shepherd: Library Party,PSV,2015.0,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03
14098,14354,Dance Factory,PS2,2006.0,Action,Codemasters,0.02,0.01,0.0,0.0,0.03
14099,14355,LEGO Legends of Chima: Laval's Journey,DS,2013.0,Adventure,Unknown,0.0,0.03,0.0,0.0,0.03
14100,14356,Montessori Music,DS,2008.0,Misc,Oxygen Interactive,0.01,0.02,0.0,0.0,0.03
14101,14357,Totally Spies!,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03
14102,14358,DragonHeart: Fire & Steel,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14103,14359,Nishijin Pachinko Monogatari 2,SNES,1996.0,Misc,KSS,0.0,0.0,0.03,0.0,0.03
14104,14360,Chaos;Head - Love Chu*Chu!,X360,2010.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
14105,14361,Gal Gun: Double Peace,PSV,2015.0,Action,PQube,0.0,0.02,0.01,0.0,0.03
14106,14362,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14107,14363,RoadKill,GC,2003.0,Action,Midway Games,0.02,0.01,0.0,0.0,0.03
14108,14364,The Legend of Heroes III: Song of the Ocean,PSP,2006.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03
14109,14365,Dungeon Maker: Hunting Ground,PSP,2006.0,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03
14110,14366,Mushihimesama Futari Ver 1.5,X360,2009.0,Shooter,Cave,0.0,0.0,0.03,0.0,0.03
14111,14367,F1 2002,GC,2002.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03
14112,14368,Pocket Fighter,SAT,1998.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03
14113,14369,Lock On: Modern Air Combat,PC,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03
14114,14370,Toaru Majutsu no Kagaku no Ensemble,PSP,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14115,14371,Ojyousama Express,SAT,1998.0,Strategy,Media Works,0.0,0.0,0.03,0.0,0.03
14116,14372,Guilty Gear XX Accent Core Plus,Wii,2009.0,Fighting,PQube,0.01,0.02,0.0,0.0,0.03
14117,14373,Starsky & Hutch,GBA,2003.0,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.03
14118,14374,Super Meat Boy: Ultra Edition!,PC,2011.0,Platform,Unknown,0.0,0.02,0.0,0.01,0.03
14119,14375,Sitting Ducks,GBA,2003.0,Platform,LSP Games,0.02,0.01,0.0,0.0,0.03
14120,14376,Brothers Conflict: Brilliant Blue,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14121,14377,JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14122,14378,Hajime no Ippo: The Fighting! (2014),PS3,2014.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14123,14379,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007.0,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03
14124,14381,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14125,14382,Medabots 9: Metabee / Rokusho,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03
14126,14383,Doodle Hex,DS,2008.0,Puzzle,Pinnacle,0.0,0.03,0.0,0.0,0.03
14127,14384,Homeworld 2,PC,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.03
14128,14385,Hakuoki Zuisouroku Omokage Hana,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14129,14386,Hearts of Iron IV,PC,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
14130,14387,thinkSMART FAMILY!,Wii,2010.0,Misc,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03
14131,14388,Last Escort: Club Katze,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14132,14389,Stacked with Daniel Negreanu,XB,2006.0,Misc,Myelin Media,0.02,0.01,0.0,0.0,0.03
14133,14390,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03
14134,14391,Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.01,0.03
14135,14392,Otometeki Koi Kakumei * Love Revo,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.03,0.0,0.03
14136,14393,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017.0,Role-Playing,Sega,0.0,0.0,0.03,0.0,0.03
14137,14394,Timmy Time,DS,2011.0,Action,Avanquest,0.0,0.03,0.0,0.0,0.03
14138,14395,Infinite Stratos 2: Ignition Hearts,PSV,2014.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
14139,14396,Dr. Muto,GC,2002.0,Platform,Midway Games,0.02,0.01,0.0,0.0,0.03
14140,14397,Airship Q,PSV,2015.0,Platform,Cygames,0.0,0.0,0.03,0.0,0.03
14141,14398,Ratatouille,PC,2007.0,Action,THQ,0.01,0.01,0.0,0.0,0.03
14142,14399,Otomedius Gorgeous,X360,2008.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14143,14400,Jikandia: The Timeless Land,PSP,2010.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03
14144,14401,Egg Mania: Eggstreme Madness,PS2,2002.0,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03
14145,14402,Super Heroine Chronicle,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14146,14403,Boot Camp Academy,Wii,2010.0,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03
14147,14404,Kiniro no Corda 3,PS2,2010.0,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14148,14405,Zero Escape: Virtue's Last Reward,3DS,2012.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03
14149,14406,Darkstalkers Resurrection,PS3,2013.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03
14150,14407,Take On Helicopters,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03
14151,14408,Highschool Terra Story,SAT,1998.0,Adventure,KID,0.0,0.0,0.03,0.0,0.03
14152,14409,Emergency! Disaster Rescue Squad,DS,2009.0,Simulation,Destineer,0.03,0.0,0.0,0.0,0.03
14153,14410,Shaun White Skateboarding,PC,2010.0,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03
14154,14411,Empire Earth II,PC,2005.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03
14155,14412,Suggoi! Arcana Heart 2,PS2,2009.0,Fighting,AQ Interactive,0.0,0.0,0.03,0.0,0.03
14156,14413,MotoGP 15,XOne,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03
14157,14414,NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
14158,14415,Mother Goose no Himitsu no Yakata,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.03,0.0,0.03
14159,14416,Harry Potter and the Half-Blood Prince,PC,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.03
14160,14417,Winning Post 7 2009,PSP,2009.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14161,14418,Knights of Honor,PC,2004.0,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03
14162,14419,Puzzle & Action: Tant-R,GEN,1994.0,Misc,Sega,0.0,0.0,0.03,0.0,0.03
14163,14420,Code Lyoko: Quest for Infinity,PSP,2008.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03
14164,14421,Away: Shuffle Dungeon,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03
14165,14422,Digimon World 4,XB,2005.0,Role-Playing,Atari,0.02,0.01,0.0,0.0,0.03
14166,14423,Bubble Bobble Evolution,PSP,2006.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.03
14167,14424,Codename: Panzers Cold War,PC,2009.0,Strategy,Atari,0.0,0.02,0.0,0.01,0.03
14168,14425,Kekkaishi: Kokubourou Shuurai,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14169,14426,Shugo Chara! Amunonijiro Chara Change,DS,2008.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14170,14427,Galleon: Islands of Mystery,XB,2004.0,Action,SCi,0.02,0.01,0.0,0.0,0.03
14171,14428,Renai 0 Kilometer,PSP,2013.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
14172,14429,World Sports Competition,PS3,2009.0,Sports,Hudson Soft,0.02,0.0,0.0,0.01,0.03
14173,14430,Summon Night 6: Lost Borders,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14174,14431,Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008.0,Adventure,Arc System Works,0.0,0.0,0.03,0.0,0.03
14175,14432,Far East of Eden Shinden,NG,1995.0,Fighting,Hudson Soft,0.0,0.0,0.03,0.0,0.03
14176,14433,Sunny Garcia Surfing,PS2,2001.0,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03
14177,14434,MotorHead,PS,1998.0,Racing,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0,0.03
14178,14435,Alia's Carnival! Sacrament,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03
14179,14436,Nacho Libre,DS,2006.0,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
14180,14437,StormLover,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14181,14438,Gensou Suikoden I & II,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14182,14439,Gloria Union,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.03,0.0,0.03
14183,14440,Ebikore Photo Kano Kiss,PSV,2015.0,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03
14184,14441,Bad Apple Wars,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14185,14442,Transformers: Devastation,PC,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03
14186,14443,Eyeshield 21: DevilBats DevilDays,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03
14187,14444,Jyuzaengi: Engetsu Sangokuden,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14188,14445,Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14189,14446,Dancing Blade II: Tears of Eden,PS,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14190,14447,Kokoro no Kokoron,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14191,14448,Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14192,14449,BeatMania IIDX 13: DistorteD,PS2,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14193,14450,Section 8,PC,2009.0,Shooter,SouthPeak Games,0.01,0.01,0.0,0.0,0.03
14194,14451,Go! Go! Hypergrind,GC,2003.0,Sports,Atlus,0.02,0.01,0.0,0.0,0.03
14195,14452,Keshisasu-Kun: Battle Kas-tival,DS,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14196,14453,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14197,14454,Hot Pixel,PSP,2007.0,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03
14198,14455,Peak Performance,PS,1997.0,Racing,JVC,0.02,0.01,0.0,0.0,0.03
14199,14456,Dance Dance Revolution: Hottest Party 5,Wii,2011.0,Misc,Konami Digital Entertainment,0.0,0.03,0.0,0.0,0.03
14200,14457,Who Wants to be a Millionaire: 2nd Edition,Wii,2008.0,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03
14201,14458,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012.0,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03
14202,14459,DokiDoki Majo Shinpan! 2,DS,2008.0,Adventure,SNK Playmore,0.0,0.0,0.03,0.0,0.03
14203,14460,S.L.A.I.: Steel Lancer Arena International,PS2,2005.0,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03
14204,14461,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03
14205,14462,Freaky Flyers,XB,2003.0,Racing,Midway Games,0.02,0.01,0.0,0.0,0.03
14206,14463,Blokus Portable: Steambot Championship,PSP,2006.0,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
14207,14464,Renai Revenge,PSV,2015.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03
14208,14465,Zoboomafoo: Leapin' Lemurs!,PS,2001.0,Action,Encore,0.02,0.01,0.0,0.0,0.03
14209,14466,Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14210,14467,Dennou Senki Virtual-On Force,X360,2010.0,Fighting,Sega,0.0,0.0,0.03,0.0,0.03
14211,14468,Sins of a Solar Empire,PC,2008.0,Strategy,Pinnacle,0.0,0.02,0.0,0.01,0.03
14212,14469,Graffiti Kingdom,PS2,2004.0,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03
14213,14470,Langrisser: Re:Incarnation Tensei,3DS,2015.0,Role-Playing,Extreme Entertainment Group,0.02,0.0,0.01,0.0,0.03
14214,14471,Nettou! Powerful Koushien,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14215,14472,Lords of the Fallen,PC,2014.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03
14216,14473,Great Edo Blacksmith,PSV,2014.0,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14217,14474,Armored Core SL: Silent Line Portable,PSP,2009.0,Simulation,From Software,0.0,0.0,0.03,0.0,0.03
14218,14475,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14219,14477,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14220,14478,Lethal Enforcers I & II,PS,1996.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14221,14479,Klonoa 2: Dream Champ Tournament,GBA,2002.0,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
14222,14480,Shantae and the Pirate's Curse,3DS,2015.0,Platform,Intergrow,0.0,0.0,0.03,0.0,0.03
14223,14481,Minna no Golf Jou Vol.1,PSP,2007.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14224,14482,The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03
14225,14483,Resident Evil 4,PC,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03
14226,14484,Power Rangers Super Megaforce,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03
14227,14485,Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016.0,Action,Activision,0.01,0.02,0.0,0.0,0.03
14228,14486,Cabela's Big Game Hunter: Pro Hunts,PS3,2014.0,Shooter,Activision,0.03,0.0,0.0,0.0,0.03
14229,14487,Super Collapse! II,GBA,2004.0,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
14230,14488,Ducati World Racing Challenge,PS,2001.0,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14231,14489,Pop'n Music 14 Fever!,PS2,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14232,14490,Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005.0,Misc,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
14233,14491,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010.0,Role-Playing,Gust,0.0,0.0,0.03,0.0,0.03
14234,14492,Lux-Pain (JP sales),DS,2008.0,Adventure,Rising Star Games,0.0,0.0,0.03,0.0,0.03
14235,14493,Smashing Drive,GBA,2004.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14236,14494,Senko no Ronde DUO,X360,2010.0,Fighting,G.Rev,0.0,0.0,0.03,0.0,0.03
14237,14495,Starshot: Space Circus Fever,N64,1998.0,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03
14238,14496,Charlie Blasts Territory,N64,1999.0,Action,Kemco,0.02,0.01,0.0,0.0,0.03
14239,14497,Big Mountain 2000,N64,1998.0,Sports,Imagineer,0.02,0.01,0.0,0.0,0.03
14240,14498,Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14241,14499,CIMA: The Enemy,GBA,2003.0,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03
14242,14500,N+,PSP,2007.0,Platform,Atari,0.03,0.0,0.0,0.0,0.03
14243,14501,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010.0,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14244,14502,Code Geass: Hangyaku no Lelouch,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14245,14503,GTR Evolution,PC,2008.0,Racing,Atari,0.0,0.02,0.0,0.01,0.03
14246,14504,Hudson x GReeeeN Live!? DeeeeS!?,DS,2010.0,Misc,Hudson Soft,0.0,0.0,0.03,0.0,0.03
14247,14505,Daibakushou: Jinsei Gekijou,SNES,1995.0,Misc,Taito,0.0,0.0,0.03,0.0,0.03
14248,14506,Marble Madness / Klax,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14249,14507,Downstream Panic!,PSP,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03
14250,14508,DJ Max Portable 3,PSP,2010.0,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03
14251,14509,Suzumiya Haruhi no Chokuretsu,DS,2009.0,Adventure,Sega,0.0,0.0,0.03,0.0,0.03
14252,14510,SimCity,PC,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03
14253,14511,The Idolmaster: Gravure For You! Vol. 5,PS3,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14254,14512,S.Y.K Renshouden,PS2,2010.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14255,14513,Casino Chaos With Las Vegas Players Collection,PC,2011.0,Misc,THQ,0.03,0.0,0.0,0.0,0.03
14256,14514,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14257,14515,Konpeki no Kantai,SNES,1995.0,Strategy,Angel Studios,0.0,0.0,0.03,0.0,0.03
14258,14516,D.C.I.F.: Da Capo Innocent Finale,PS2,2009.0,Adventure,Sweets,0.0,0.0,0.03,0.0,0.03
14259,14517,Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007.0,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03
14260,14518,Nectaris: Military Madness,PS,1998.0,Strategy,Hudson Soft,0.02,0.01,0.0,0.0,0.03
14261,14519,Doom 3 BFG Edition,PC,2012.0,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.01,0.03
14262,14520,Tenka-bito,PS2,2006.0,Strategy,Sega,0.0,0.0,0.03,0.0,0.03
14263,14521,BRAHMA Force: The Assault on Beltlogger 9,PS,1996.0,Shooter,JVC,0.02,0.01,0.0,0.0,0.03
14264,14522,Petz: Dolphinz Encounter,DS,2009.0,Simulation,Ubisoft,0.01,0.01,0.0,0.0,0.03
14265,14523,Star Trek: Tactical Assault,PSP,2006.0,Strategy,Ubisoft,0.02,0.01,0.0,0.0,0.03
14266,14524,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03
14267,14526,Robo Pit,PS,1995.0,Fighting,Kokopeli Digital Studios,0.02,0.01,0.0,0.0,0.03
14268,14527,Emily Archer and the Curse of Tutankhamun,DS,2011.0,Adventure,Mastertronic,0.0,0.03,0.0,0.0,0.03
14269,14528,Story Hour: Adventures,Wii,2008.0,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
14270,14529,Braid,PC,2009.0,Platform,Number None,0.0,0.02,0.0,0.01,0.03
14271,14530,Muv-Luv Alternative: Total Eclipse,PS3,2013.0,Simulation,5pb,0.0,0.0,0.03,0.0,0.03
14272,14531,R-Type III: The Third Lightning,GBA,2004.0,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14273,14532,Star Wars: The Force Unleashed II,PC,2010.0,Action,LucasArts,0.03,0.0,0.0,0.0,0.03
14274,14533,Need for Speed (2015),PC,2016.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03
14275,14534,Hakuouki,PS2,2008.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14276,14535,"Princess Natasha: Student, Secret Agent, Princess",DS,2006.0,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
14277,14536,Atomic Betty,GBA,2005.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03
14278,14537,Monster Hunter Frontier Online: Season 10,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
14279,14538,Robin Hood: Defender of the Crown,XB,2003.0,Strategy,Capcom,0.02,0.01,0.0,0.0,0.03
14280,14539,Street Jam Basketball,GBA,2004.0,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
